USER 1,USER 2,MOVIE,RATING 1,RATING 2,DIFFERENCE
18674,17801,101587,10,8,2
18674,34849,81071,10,9,1
18689,628,112864,9,8,1
18692,35550,66740,6,7,1
18692,35550,70791,10,7,3
18696,22455,109254,6,8,2
18696,20849,105112,7,6,1
18696,31157,99810,5,9,4
18696,17801,109444,7,8,1
18705,1488,113277,8,9,1
18705,15801,112281,7,9,2
18705,20752,104348,8,9,1
18705,17800,108399,8,7,1
18705,17844,110527,7,7,0
18705,29760,112740,7,8,1
18705,26872,105812,7,8,1
18705,26872,112792,6,8,2
18705,13648,102059,7,8,1
18736,7629,107207,8,9,1
18736,24545,85794,3,8,5
18744,27817,89907,10,10,0
18758,25834,111161,10,10,0
18758,12292,110475,7,7,0
18758,7985,109117,10,9,1
18758,16623,86541,7,7,0
18759,16157,111161,10,9,1
18759,344,110912,10,10,0
18761,2827,112864,8,8,0
18776,29432,109830,10,9,1
18776,20779,111161,10,10,0
18785,27839,112864,9,8,1
18785,28050,112462,7,4,3
18785,35367,112851,9,6,3
18785,17801,109686,6,8,2
18785,11978,108147,6,7,1
18785,20684,108525,5,7,2
18785,35176,106701,6,9,3
18785,34849,111667,8,7,1
18785,6579,106611,9,5,4
18785,13801,109254,6,7,1
18785,26643,112602,4,6,2
18788,35734,76759,8,9,1
18788,11499,75860,8,7,1
18788,2532,94226,9,10,1
18788,15965,95715,9,7,2
18788,16903,91167,10,8,2
18788,30907,79550,5,3,2
18788,32183,74812,8,8,0
18796,1188,95583,7,7,0
18800,30094,111161,10,9,1
18800,9236,113277,10,8,2
18817,31305,113253,4,7,3
18817,13793,111686,7,8,1
18817,11009,89901,4,5,1
18847,30482,80684,9,10,1
18850,2508,95765,8,9,1
18850,5101,86190,8,9,1
18878,33847,105323,8,10,2
18878,28333,110413,9,8,1
18881,2439,111161,10,10,0
18881,25906,112573,9,10,1
18884,17489,96438,7,8,1
18884,22368,99785,8,7,1
18892,11891,100133,6,9,3
18916,5655,107808,9,9,0
18963,25550,60802,8,9,1
18963,11009,93223,7,8,1
18984,766,111161,9,10,1
18984,11506,110912,9,10,1
18987,5698,107120,10,8,2
19009,31480,112384,7,7,0
19009,4623,108550,6,10,4
19009,29319,113101,4,9,5
19010,221,99674,8,8,0
19010,4529,76759,8,9,1
19010,24672,93058,8,9,1
19012,15830,79944,10,10,0
19023,25549,107048,7,8,1
19033,14316,112641,9,7,2
19033,15163,110632,9,8,1
19033,14329,109445,8,8,0
19033,34429,113101,7,5,2
19033,32233,112950,8,8,0
19066,32646,93870,9,7,2
19066,17510,110413,9,6,3
19066,27487,103064,9,8,1
19084,1763,110912,8,9,1
19084,5483,110413,10,10,0
19101,1799,111161,10,10,0
19101,22368,109445,9,6,3
19103,9006,107207,10,10,0
19127,32648,110413,10,8,2
19127,12220,95327,9,8,1
19127,12220,99077,7,8,1
19127,31925,105665,6,7,1
19127,27909,101829,7,7,0
19127,27909,109424,8,9,1
19127,15660,107822,6,5,1
19127,34449,87803,7,6,1
19127,28142,103767,10,7,3
19127,15830,107653,9,9,0
19127,11009,95250,7,8,1
19127,29079,97162,6,6,0
19127,7103,92618,6,8,2
19168,10835,112471,8,8,0
19172,18123,78718,9,5,4
19182,13394,112573,10,10,0
19182,7868,112682,7,8,1
19182,21261,112896,5,8,3
19182,15124,113497,4,8,4
19182,29841,113627,9,8,1
19182,7790,104952,8,8,0
19182,23215,109951,5,8,3
19185,6891,107290,10,10,0
19185,20546,113481,7,7,0
19185,1790,111161,10,9,1
19185,21238,107048,7,8,1
19185,31157,112864,9,7,2
19185,22286,112641,10,8,2
19185,11081,113492,7,6,1
19185,30667,108399,8,10,2
19240,23563,108052,10,10,0
19240,23563,109830,10,7,3
19240,23563,110912,9,10,1
19240,17667,112471,9,8,1
19240,12292,105323,10,10,0
19240,28968,112384,7,10,3
19240,17854,108394,9,7,2
19240,17854,111495,9,7,2
19240,17854,111507,8,8,0
19250,27094,86250,10,9,1
19250,6764,84787,8,8,0
19250,18304,105236,9,9,0
19250,13461,95765,9,9,0
19250,6579,87800,7,5,2
19250,8978,107818,8,7,1
19250,9455,103919,6,8,2
19250,31305,84516,7,9,2
19250,34044,112817,7,10,3
19252,30116,107290,10,8,2
19252,13059,102945,10,5,5
19259,31674,107048,6,8,2
19259,14326,112384,7,8,1
19259,23215,96734,6,5,1
19260,21221,107207,10,9,1
19260,19240,75686,9,8,1
19260,27909,101410,8,9,1
19261,10652,97165,8,7,1
19261,17128,61735,8,8,0
19262,19084,110413,8,10,2
19262,11603,89218,7,8,1
19262,28914,105695,7,8,1
19262,1449,98635,7,6,1
19262,29760,95705,9,7,2
19262,9283,96438,8,7,1
19262,14228,97428,7,7,0
19262,14436,105415,10,7,3
19262,13376,107978,1,6,5
19271,27909,108394,9,10,1
19271,27909,111507,9,8,1
19300,25325,103064,10,8,2
19300,30807,95705,10,7,3
19351,28839,107048,6,8,2
19351,9236,110413,7,10,3
19351,853,97937,7,10,3
19351,29163,106677,8,7,1
19351,19009,108550,7,6,1
19351,3543,109424,9,5,4
19372,32112,109830,10,9,1
19372,22286,104431,7,7,0
19372,5754,110357,10,9,1
19372,7108,106977,9,9,0
19372,35176,107131,8,10,2
19429,474,105695,7,9,2
19429,27957,103939,7,7,0
19429,17800,108399,8,7,1
19429,17527,106519,8,5,3
19429,2680,110632,6,9,3
19429,33878,106664,7,5,2
19429,13376,110678,5,7,2
19429,7790,100814,7,8,1
19439,8944,108052,3,10,7
19439,7108,63522,1,8,7
19446,4137,95953,8,10,2
19446,25964,97576,9,9,0
19446,14286,96256,8,8,0
19446,4667,102685,9,8,1
19446,2867,107076,7,8,1
19446,17801,96438,8,9,1
19446,34849,98554,7,8,1
19446,29108,113568,8,9,1
19446,6414,97815,8,10,2
19467,26630,110413,8,8,0
19467,1,113277,9,10,1
19467,22368,104257,8,6,2
19475,28182,109190,7,5,2
19478,13376,98554,9,7,2
19478,13376,112442,8,6,2
19493,5195,113409,8,8,0
19535,8983,102536,8,9,1
19535,8050,92991,2,7,5
19535,31979,101761,10,7,3
19581,13014,113247,7,10,3
19588,24897,112471,9,6,3
19611,20849,100029,6,7,1
19611,15715,107290,7,10,3
19611,10579,95016,10,9,1
19611,23913,97659,7,8,1
19611,9537,108037,9,10,1
19611,2867,107076,7,8,1
19621,13376,100157,8,9,1
19653,32597,44081,8,8,0
19668,7447,111161,10,10,0
19675,4095,86637,9,10,1
19675,4095,89853,8,7,1
19675,10365,94663,7,10,3
19675,27909,86979,9,8,1
19682,1057,111161,8,10,2
19682,25906,112573,8,10,2
19682,30239,103064,9,8,1
19695,133,86190,8,10,2
19695,4667,86393,4,3,1
19751,1888,50083,10,10,0
19751,2680,54215,10,9,1
19778,22628,64665,8,8,0
19811,26325,111161,10,10,0
19814,18256,109707,9,4,5
19814,8038,108122,9,8,1
19814,16903,104756,7,8,1
19814,8606,103767,10,9,1
19814,13376,105275,7,7,0
19814,34849,105226,9,8,1
19814,34849,109506,8,10,2
19814,17415,110632,9,9,0
19814,32495,105151,9,10,1
19814,25404,105046,8,7,1
19814,8050,100935,7,10,3
19814,23678,100681,9,9,0
19829,2841,111161,10,10,0
19829,9163,99088,7,7,0
19829,30652,102926,8,7,1
19844,27156,111161,8,10,2
19844,14295,109830,9,10,1
19844,12903,113627,7,8,1
19870,25735,91777,8,5,3
19870,24041,107614,7,8,1
19870,32817,93756,2,6,4
19870,32817,98105,9,5,4
19876,1057,109830,10,8,2
19885,3943,94315,9,8,1
19885,17800,92005,8,7,1
19885,27094,59245,8,10,2
19892,26063,105236,9,8,1
19892,15444,104868,8,6,2
19892,17704,109506,7,7,0
19892,16048,102494,6,7,1
19892,17946,98627,6,8,2
19892,34849,111003,6,6,0
19892,35469,94886,6,7,1
19909,18689,102926,8,10,2
19919,29524,110912,8,10,2
19927,33665,112573,7,10,3
19927,24605,111161,5,8,3
19927,17013,110413,8,10,2
19931,31390,102034,10,4,6
19931,4667,111301,10,1,9
19931,10579,106761,10,5,5
19943,133,86190,6,10,4
19949,21168,104694,7,8,1
19949,22856,99422,7,4,3
19949,22856,106453,4,1,3
19950,18455,112471,9,9,0
19950,9702,111495,8,10,2
19950,9702,111507,8,8,0
19967,30013,94291,8,7,1
19967,16214,88258,9,7,2
19967,22400,95953,7,10,3
19988,26902,89175,6,8,2
20040,25426,112462,5,6,1
20047,32771,112442,8,10,2
20047,25399,97493,7,7,0
20050,30518,95016,10,9,1
20050,7108,109506,10,7,3
20050,21728,104797,10,10,0
20062,2439,102926,10,10,0
20062,22090,79470,10,6,4
20062,13021,113101,8,10,2
20062,16623,105812,6,7,1
20081,10528,108330,7,6,1
20081,1488,107207,10,10,0
20084,28968,90605,9,10,1
20084,28968,100168,8,7,1
20084,27487,93773,7,7,0
20084,14157,94625,8,7,1
20084,4667,111503,8,9,1
20084,4667,113627,9,7,2
20084,21278,91763,9,8,1
20084,21278,94898,8,7,1
20084,30905,100802,7,7,0
20084,5919,91939,8,5,3
20084,16969,97216,10,10,0
20084,4529,104797,10,9,1
20084,20294,97441,10,7,3
20084,26352,105812,7,8,1
20094,25361,93779,8,10,2
20094,35477,93378,8,6,2
20098,22286,109830,6,9,3
20098,18248,113277,9,8,1
20098,30691,110357,9,10,1
20106,14630,107207,9,10,1
20106,14630,109830,7,10,3
20106,14630,112573,9,10,1
20106,11461,108052,9,10,1
20106,11461,110912,9,10,1
20106,2439,111161,9,10,1
20106,24277,112641,10,10,0
20106,33640,112818,5,8,3
20106,21240,106977,8,8,0
20145,7213,100802,7,8,1
20145,27453,112281,7,8,1
20145,16015,104652,6,7,1
20145,4973,109040,7,10,3
20145,1411,100403,5,9,4
20145,11432,102685,6,4,2
20151,10337,89880,5,10,5
20151,26621,100814,9,10,1
20151,18270,110632,6,7,1
20151,35080,94074,1,5,4
20151,35312,95179,2,3,1
20151,35312,97388,3,1,2
20151,17704,93177,7,2,5
20169,14599,94226,9,7,2
20169,2731,71360,8,7,1
20185,25878,98382,5,10,5
20185,25878,102975,5,10,5
20195,3292,106582,7,7,0
20195,8488,109506,6,9,3
20195,34849,112715,6,5,1
20195,13376,103919,5,7,2
20195,957,109045,8,7,1
20195,22090,112760,8,5,3
20208,26712,93870,7,7,0
20208,5534,104348,7,10,3
20215,27116,97165,8,10,2
20221,12730,111161,8,10,2
20221,13252,105236,8,10,2
20227,20145,93773,10,7,3
20277,29158,112346,7,7,0
20277,35477,112740,7,7,0
20281,25101,100507,10,6,4
20281,2120,112471,9,9,0
20281,26463,105236,9,8,1
20281,13739,107207,10,10,0
20281,341,107034,8,8,0
20294,775,110357,7,10,3
20294,35121,105236,9,5,4
20294,25058,105695,9,8,1
20294,25058,110322,7,8,1
20294,25058,112641,7,8,1
20294,16250,107048,6,10,4
20294,16250,108358,9,10,1
20294,34060,107207,9,10,1
20294,17801,103772,7,6,1
20294,17801,103855,4,8,4
20294,17801,105793,2,7,5
20294,17801,110475,6,8,2
20294,17801,113497,3,9,6
20294,4667,104691,7,6,1
20294,9490,106611,5,8,3
20299,19023,107048,10,7,3
20344,12864,111161,9,10,1
20344,25950,112573,9,8,1
20345,133,86190,7,10,3
20346,35574,113497,7,9,2
20346,2867,107614,8,9,1
20346,34849,84917,8,10,2
20355,9982,85407,7,10,3
20355,2867,106308,7,9,2
20356,18878,105323,8,8,0
20356,24760,109830,10,9,1
20356,9413,111282,7,9,2
20356,23215,98084,6,7,1
20356,23215,109444,7,7,0
20356,3905,95652,8,7,1
20356,7706,102138,8,8,0
20389,10526,111257,5,1,4
20389,18776,109830,10,10,0
20389,24481,109686,6,7,1
20400,1045,110622,3,7,4
20400,10318,113492,4,6,2
20400,13376,99810,6,8,2
20400,13376,112722,5,6,1
20400,24991,101410,7,7,0
20400,10579,110475,6,7,1
20400,20507,107969,6,6,0
20400,30907,112760,3,1,2
20424,12220,107818,7,8,1
20428,18878,105323,9,8,1
20428,10186,107818,7,8,1
20428,27534,99348,8,9,1
20430,16616,105236,8,6,2
20430,26352,105812,6,8,2
20430,3943,106387,6,6,0
20430,13492,107050,7,8,1
20433,31979,81505,8,8,0
20433,33653,66921,9,8,1
20433,8050,56085,6,8,2
20446,29224,90264,6,8,2
20446,29224,97742,5,6,1
20446,35574,103776,7,8,1
20446,10579,87469,9,7,2
20446,33670,97937,9,7,2
20446,3187,93779,10,7,3
20446,17801,97165,10,8,2
20446,15715,91217,9,10,1
20446,17800,91474,9,7,2
20446,17800,100157,9,8,1
20446,17800,104691,9,7,2
20446,9413,93058,9,10,1
20446,9413,108550,9,9,0
20446,13376,87892,10,7,3
20446,13376,88172,9,8,1
20446,13376,89360,8,7,1
20446,13376,95159,9,7,2
20446,13376,103919,7,7,0
20446,13376,111149,9,9,0
20446,15644,92563,9,9,0
20446,15644,95270,8,7,1
20446,30998,90756,10,9,1
20446,30998,101669,8,7,1
20446,29349,90966,8,9,1
20446,8050,86979,9,8,1
20446,8050,88846,10,9,1
20446,8050,104029,9,8,1
20446,25404,104036,10,6,4
20446,11009,86984,8,7,1
20446,11009,93818,8,8,0
20446,11009,101889,10,7,3
20446,11009,105217,6,5,1
20446,11510,95497,10,9,1
20446,27045,87538,8,6,2
20446,27045,101921,9,8,1
20446,20901,109635,5,7,2
20446,16806,91167,10,9,1
20446,16806,93640,8,8,0
20446,16806,95647,9,9,0
20446,2867,98213,8,9,1
20446,31613,94608,9,8,1
20446,18455,105665,7,7,0
20446,25658,99077,9,8,1
20446,4246,110308,8,7,1
20446,13648,100318,8,6,2
20446,33014,108071,9,6,3
20446,4302,90583,6,6,0
20446,21883,105428,5,4,1
20446,9283,97322,8,8,0
20446,9283,110428,10,6,4
20446,1610,89424,9,10,1
20446,10018,106881,8,9,1
20446,16903,104454,10,8,2
20446,3903,108101,10,8,2
20446,35091,105151,9,10,1
20446,27909,89841,9,7,2
20446,20430,94142,8,6,2
20446,19814,87233,7,5,2
20446,11707,101798,8,4,4
20446,29595,88987,9,7,2
20446,29158,91554,6,7,1
20446,18674,101811,9,10,1
20446,18674,112966,9,10,1
20446,12239,93776,9,9,0
20446,32570,88275,10,9,1
20446,29319,100054,8,7,1
20446,26902,94332,8,7,1
20446,10133,113464,8,8,0
20446,33711,90319,7,6,1
20446,3943,91578,9,7,2
20446,17110,100486,9,6,3
20446,35750,88178,9,8,1
20464,34849,101786,6,6,0
20469,3580,112864,8,6,2
20469,16175,113277,7,7,0
20469,11599,109506,9,9,0
20469,18256,109707,7,4,3
20469,7103,108037,1,9,8
20469,7790,110123,5,3,2
20469,35469,112922,7,7,0
20473,17704,108550,8,8,0
20493,28786,113277,9,9,0
20493,16476,112641,9,8,1
20507,28700,113189,8,7,1
20507,23563,110357,8,10,2
20507,19429,103939,7,7,0
20507,4246,109635,5,6,1
20507,13648,107206,8,5,3
20507,20688,107969,6,6,0
20515,2788,110912,10,9,1
20515,29841,105236,10,8,2
20515,17590,111282,8,8,0
20517,10579,103064,9,8,1
20531,4246,71315,9,6,3
20533,28537,96256,6,10,4
20533,26902,109506,6,10,4
20533,32591,113409,4,10,6
20533,13376,100802,7,9,2
20533,12587,104029,7,6,1
20536,4605,90605,10,9,1
20543,2680,92965,7,8,1
20543,32495,108330,7,8,1
20545,18785,97576,10,10,0
20545,33402,93773,10,7,3
20546,14926,106308,10,8,2
20546,15124,113481,7,4,3
20546,19372,99088,10,10,0
20546,7213,100802,10,8,2
20546,29629,103064,10,9,1
20546,12903,111282,8,7,1
20579,6579,105417,10,6,4
20579,6579,109830,1,10,9
20586,16778,111503,8,7,1
20586,6579,105112,7,6,1
20586,12928,111257,8,8,0
20649,3344,112471,9,8,1
20649,13657,108052,10,9,1
20649,19324,95953,8,9,1
20649,15963,86066,5,8,3
20649,27307,88247,9,10,1
20649,23913,103064,10,7,3
20680,1916,95953,9,7,2
20680,1449,112851,10,6,4
20684,19829,102926,10,8,2
20684,18785,102057,8,9,1
20684,18785,103776,9,8,1
20684,18785,108525,7,5,2
20684,18785,109686,7,6,1
20684,18785,112462,5,7,2
20684,8232,109830,9,9,0
20684,34404,103064,10,8,2
20684,30807,102510,7,6,1
20684,13236,97958,8,8,0
20684,6579,105112,7,6,1
20684,6579,113161,6,8,2
20684,19185,107290,8,10,2
20684,9932,110475,6,7,1
20684,26902,100258,7,7,0
20684,30600,99253,6,7,1
20684,26808,100507,4,7,3
20684,13376,100502,6,9,3
20684,13376,113253,5,6,1
20684,17801,105793,8,7,1
20684,25573,98282,8,10,2
20684,23913,99472,6,7,1
20688,9843,109831,8,6,2
20688,25404,93779,9,10,1
20688,20507,107969,6,6,0
20688,17801,113497,7,9,2
20689,7103,107808,8,8,0
20700,35503,99685,8,9,1
20700,19300,103064,8,10,2
20700,13657,106519,6,7,1
20700,26808,110413,8,9,1
20700,11978,102975,8,9,1
20700,11978,111280,7,6,1
20700,11073,106977,8,7,1
20700,35574,96895,8,8,0
20700,35574,103776,7,8,1
20700,35574,112462,6,1,5
20700,4667,111257,6,9,3
20700,4667,113277,9,9,0
20700,34429,97733,7,7,0
20700,34164,107387,6,3,3
20700,957,99951,7,6,1
20700,30558,96446,8,3,5
20713,22744,86034,7,7,0
20713,8164,102494,7,7,0
20713,11081,112864,8,8,0
20713,11478,93058,9,7,2
20713,18455,112471,8,9,1
20713,19185,83658,8,10,2
20713,10384,81505,8,6,2
20713,30998,108394,8,6,2
20713,23678,88939,8,9,1
20713,6925,95468,8,7,1
20713,7103,111507,8,8,0
20713,24897,83922,7,6,1
20713,2799,95631,8,7,1
20713,11841,86425,7,6,1
20713,27909,109688,8,9,1
20747,27817,80431,5,5,0
20747,27817,82933,5,5,0
20752,19324,95953,9,9,0
20752,35710,104348,9,5,4
20752,26224,106489,7,7,0
20760,3197,68646,9,10,1
20760,555,111161,10,10,0
20770,33095,107290,9,7,2
20770,32597,81505,10,7,3
20775,19811,111161,10,10,0
20775,26051,113277,8,9,1
20779,21411,111161,10,9,1
20792,10495,71562,10,10,0
20792,25465,99674,7,9,2
20798,12220,110912,8,8,0
20818,26902,94332,6,7,1
20849,22852,105236,7,7,0
20849,18696,105112,6,7,1
20849,16476,106918,6,8,2
20857,19240,111495,10,9,1
20857,19240,111507,9,8,1
20860,15381,70047,9,10,1
20860,13793,110632,9,9,0
20860,20446,87469,9,9,0
20866,24870,82096,8,9,1
20866,11009,84855,9,9,0
20866,11009,104348,9,10,1
20866,2870,89114,7,6,1
20877,9702,70511,7,9,2
20877,27412,97223,7,10,3
20877,15163,97165,7,9,2
20877,27909,83922,9,10,1
20877,35477,77269,7,8,1
20896,28669,62229,8,10,2
20901,7679,103776,7,8,1
20901,8532,112384,8,8,0
20901,30760,107048,8,8,0
20901,30760,111756,6,8,2
20901,27045,104348,9,8,1
20901,11009,106677,8,9,1
20901,11009,106918,7,7,0
20901,11009,110074,7,7,0
20901,11009,110413,9,8,1
20901,11009,110771,6,6,0
20901,11009,113161,9,9,0
20901,23293,104694,7,9,2
20901,2731,107818,8,7,1
20901,18705,112740,7,7,0
20901,23647,111742,6,7,1
20901,16556,104257,7,9,2
20901,9283,103772,7,8,1
20901,9283,106856,8,9,1
20901,9283,109635,7,7,0
20901,13376,111257,7,8,1
20901,17801,107798,7,9,2
20901,6579,103241,8,8,0
20901,16716,112461,8,8,0
20901,3640,104427,7,7,0
20901,31408,107473,6,7,1
20901,2547,108238,6,6,0
20901,2345,112819,6,7,1
20901,16623,112346,8,9,1
20901,28159,104438,5,7,2
20901,5919,107889,7,7,0
20921,6155,93779,7,10,3
20929,35121,105236,9,5,4
20929,21739,110912,10,10,0
20929,25359,112471,9,7,2
20937,17854,108394,9,7,2
20937,17854,111495,8,7,1
20937,17854,111507,10,8,2
20937,22594,100157,8,8,0
20937,28858,93058,9,8,1
20937,8701,93191,8,9,1
20937,4723,92651,7,8,1
20955,6579,100405,7,5,2
20955,9976,102926,9,10,1
20958,27816,73802,9,9,0
20973,221,99674,8,8,0
21006,26872,91042,10,4,6
21023,8162,110912,9,9,0
21023,16225,107048,6,8,2
21023,25549,101765,10,9,1
21037,31460,90605,6,8,2
21037,27314,81505,7,10,3
21037,46,91167,6,8,2
21047,40,109830,10,8,2
21072,15840,108052,9,10,1
21072,32183,102926,9,9,0
21072,7706,86637,8,8,0
21074,9455,103919,4,8,4
21074,25404,93437,6,6,0
21082,34225,102926,7,7,0
21082,34225,109830,9,10,1
21082,34225,110912,8,10,2
21082,34225,111161,9,10,1
21082,18944,100157,8,8,0
21109,1839,100502,5,5,0
21109,1449,113568,5,9,4
21119,19507,109830,10,9,1
21126,11009,54047,10,6,4
21143,19310,112471,7,9,2
21143,29760,110148,8,7,1
21143,5675,102138,8,9,1
21143,8983,102536,7,9,2
21149,29313,110413,9,8,1
21149,11009,97027,7,8,1
21150,29275,113277,5,1,4
21150,14316,112641,8,7,1
21177,20901,91419,5,6,1
21182,10823,107290,7,9,2
21196,18667,109830,10,8,2
21196,36087,106220,10,10,0
21224,13252,102138,9,8,1
21230,32597,100234,10,10,0
21230,827,73312,7,8,1
21230,827,101410,8,9,1
21230,32570,82085,8,9,1
21230,32570,88184,7,7,0
21230,32570,101318,8,7,1
21230,29158,109348,9,8,1
21230,25549,67185,8,8,0
21230,31934,71141,7,9,2
21230,12996,94011,7,8,1
21230,11510,99365,5,5,0
21230,4723,92651,8,8,0
21230,27909,98327,8,9,1
21230,22900,105378,7,8,1
21230,13648,96163,7,5,2
21230,35469,76574,8,7,1
21230,35469,107034,6,7,1
21238,32442,111161,10,9,1
21238,31674,107048,8,8,0
21238,33212,109686,7,9,2
21240,31490,110912,8,9,1
21240,34225,102926,10,7,3
21240,15163,107818,9,8,1
21240,9005,99674,8,1,7
21240,17800,106977,8,8,0
21261,2434,97937,8,9,1
21261,29723,106677,8,6,2
21261,19182,112896,8,5,3
21261,16282,102492,7,10,3
21267,7103,93191,9,10,1
21274,32597,108122,8,8,0
21274,7103,107822,9,9,0
21274,7103,112384,7,7,0
21278,29035,100507,4,8,4
21278,11159,105236,9,10,1
21278,13061,103064,9,10,1
21278,17801,97428,7,8,1
21278,17801,103639,8,9,1
21278,17801,104257,8,8,0
21278,17801,109830,9,9,0
21278,17801,111070,6,8,2
21278,18705,108399,8,8,0
21278,18705,110527,7,7,0
21320,133,86190,6,10,4
21347,1057,111161,10,10,0
21358,23394,70735,9,10,1
21358,35091,101410,10,10,0
21358,11009,67541,8,8,0
21364,16092,99685,8,10,2
21364,2684,103776,8,10,2
21364,2684,112462,5,10,5
21370,18572,112471,6,8,2
21370,9911,107614,7,7,0
21370,31408,110413,8,6,2
21370,9932,110475,7,7,0
21370,2739,112442,7,8,1
21370,17801,113189,7,8,1
21402,1490,109830,10,8,2
21402,28450,86879,10,9,1
21402,18098,104691,9,9,0
21411,17852,112573,9,9,0
21411,12786,113277,7,7,0
21422,27839,112864,8,8,0
21456,8623,99674,10,7,3
21456,33726,86250,10,10,0
21456,14782,96764,7,6,1
21456,21703,88846,9,8,1
21456,11009,84855,9,9,0
21456,32597,112445,9,8,1
21495,9283,107822,7,10,3
21519,26133,107290,8,9,1
21519,14286,96256,8,8,0
21519,34849,90728,7,10,3
21540,22953,93748,10,10,0
21604,12903,111282,5,7,2
21605,13376,92005,8,10,2
21608,25549,103939,7,6,1
21608,25549,112471,7,9,2
21610,24770,110413,9,9,0
21616,35469,109045,7,7,0
21627,27888,71562,10,8,2
21629,7911,107290,8,9,1
21629,7911,107808,8,7,1
21629,24870,106856,6,8,2
21629,4605,106977,8,10,2
21646,7054,97958,10,10,0
21646,29841,113627,9,8,1
21692,24001,108550,10,2,8
21703,2577,74958,8,10,2
21703,20921,93779,9,7,2
21703,28968,88846,8,8,0
21703,33571,101410,6,8,2
21703,11009,94663,7,7,0
21703,6579,107507,8,8,0
21706,23798,100157,9,8,1
21715,10579,106697,9,8,1
21718,4816,111161,9,10,1
21728,5971,97165,10,9,1
21728,53,110912,10,10,0
21728,13617,96283,8,9,1
21728,34565,112641,10,8,2
21728,28450,97814,8,8,0
21728,27002,112573,10,10,0
21728,12220,107290,9,8,1
21728,24545,104652,8,8,0
21728,34341,104797,10,10,0
21728,9702,107943,8,8,0
21730,766,111161,9,10,1
21739,20098,99685,9,8,1
21739,3844,110912,10,7,3
21740,23330,68646,10,8,2
21740,8701,69704,10,10,0
21744,33665,112573,9,10,1
21744,12514,111161,9,8,1
21744,18254,112471,8,8,0
21754,5597,84516,8,8,0
21755,4667,112864,10,9,1
21760,27534,110632,7,8,1
21778,10734,109830,9,8,1
21778,21196,106220,9,10,1
21778,11936,112697,9,8,1
21785,22953,102266,10,6,4
21785,6414,107286,10,7,3
21790,28138,105643,1,1,0
21798,33544,105323,10,9,1
21798,16250,113277,10,10,0
21810,17590,103644,7,7,0
21810,32148,102057,10,8,2
21863,34793,108052,9,9,0
21863,15904,111161,9,10,1
21871,21370,97659,6,5,1
21883,28914,110413,9,9,0
21883,28914,113277,10,8,2
21883,32557,110912,10,10,0
21883,4884,108399,9,7,2
21883,28363,99785,10,6,4
21883,24277,109707,6,7,1
21883,36058,104348,3,3,0
21883,23215,105112,9,8,1
21883,20901,113161,8,9,1
21883,3187,104431,10,9,1
21883,25404,99871,7,8,1
21883,30648,113497,9,7,2
21883,10579,112499,3,6,3
21883,7706,103919,8,3,5
21883,7706,106664,7,5,2
21883,6168,107666,8,8,0
21883,7946,110997,9,8,1
21883,20446,105428,4,5,1
21884,10579,110364,8,8,0
21891,14926,106308,10,8,2
21908,22740,111161,9,10,1
21908,21863,108052,7,9,2
21908,21739,110912,9,10,1
21908,34449,110413,6,8,2
21908,23245,112851,1,7,6
21939,7790,113419,10,6,4
21939,17801,113497,10,9,1
21939,2772,107120,10,8,2
21952,4623,110322,10,10,0
21956,28702,99487,7,8,1
21956,19009,108550,10,6,4
21961,14447,97239,8,5,3
21961,23164,78748,8,9,1
21961,18098,62622,10,8,2
21974,11599,103874,7,7,0
21974,18136,110932,8,9,1
21974,9283,96438,7,7,0
21974,9283,105265,8,10,2
21974,11009,94747,7,9,2
21988,19185,99785,9,8,1
21988,33792,104348,8,7,1
21988,13301,95953,9,9,0
21988,28968,107473,8,6,2
22028,25865,111161,8,9,1
22028,17086,110413,9,9,0
22028,9455,97981,4,6,2
22028,9455,98084,5,7,2
22028,12903,96071,8,7,1
22028,11009,103035,5,5,0
22037,13572,93748,8,8,0
22037,35176,103786,7,6,1
22037,25735,100114,6,6,0
22043,14439,62622,9,10,1
22056,17800,81398,9,6,3
22056,34565,111495,9,10,1
22064,4362,107207,10,8,2
22064,15516,104694,9,10,1
22066,4808,101410,9,8,1
22075,14579,107131,8,9,1
22075,6890,107688,9,10,1
22075,27184,112384,8,7,1
22075,35176,112453,7,10,3
22075,3292,104070,9,7,2
22075,16806,112579,9,8,1
22075,28337,101698,9,8,1
22075,21883,110997,9,9,0
22089,15715,94226,8,7,1
22089,20688,107969,5,6,1
22090,7616,106611,6,7,1
22090,33456,102511,7,8,1
22090,18705,104348,7,8,1
22090,3673,99385,5,7,2
22090,11009,110955,7,4,3
22090,29582,105121,6,7,1
22090,6380,98471,6,6,0
22090,3909,104573,7,8,1
22090,20195,112760,5,8,3
22090,34849,102603,7,6,1
22229,9293,93191,10,10,0
22229,23533,107822,8,9,1
22234,22900,91763,9,9,0
22234,18123,95327,10,6,4
22241,29035,89927,10,10,0
22241,32010,109040,10,9,1
22241,32010,112281,10,8,2
22253,15604,110912,9,10,1
22256,34880,96283,9,8,1
22267,28669,106307,8,7,1
22286,21739,110912,8,10,2
22286,20098,109830,9,6,3
22286,2677,112641,8,9,1
22286,19372,104431,7,7,0
22299,2677,112641,4,9,5
22299,3892,112384,10,6,4
22312,191,110413,10,7,3
22312,18022,112641,10,10,0
22312,23563,107554,9,8,1
22324,20195,91790,4,8,4
22324,1916,90305,4,6,2
